id,name,review_count,rating,latitude,longitude,price,zip_code
zGcj-TTp7gievYEuOfVL5g,Solly's Grille,322,3.5,43.10033,-87.91733,$,53212
cjVL2m1VZh15DRUFxsYgyQ,Mr. Perkins' Family Restaurant,26,4.5,43.09025,-87.93742,$$,53209
UNrEHHKFUlpdv_mYnKufMw,Coffee Makes You Black,53,4.5,43.0697,-87.93027,$,53206
0FmsP4_9lUglEdleoxuiMA,Ashleys Bar-B-Que,66,4.0,43.06751,-87.93155,$$,53206
Zs8e7Fgs99o2VwiVvxVznw,Aliota's Pub & Grill,51,3.5,43.10402,-87.90766,$$,53217
qofhWGN65gTt1Bf6vicHQg,Upper Crust Pizza,61,3.5,43.1037,-87.90808,$$,53217
zVBktXKQBhN3Bz9ujxcSWg,Bungalow Restaurant,8,4.5,43.08156,-87.92819,,53206
XiXPK2zkN6bxYesZSq57pQ,Jamaican Kitchen & Grill,10,5.0,43.0676,-87.90461,$,53212
ZhP-4zxRzOBa57equPMWnQ,Flavor Cycle,6,5.0,43.07501,-87.91074,,53212
x6ZegN00dEe9wqsRy7U0PA,Anchorage Restaurant,53,2.5,43.1024,-87.9164,$$$,53212
VssM_g3GVsTWvBv_tslM8Q,Dairy Queen,16,3.5,43.10373,-87.90826,$,53217
7dL7RH4ZV8igK1HBjbhf0g,Rise & Grind Cafe,4,5.0,43.06821,-87.91439,,53212
JPMOU0AD2HADeCUBY3LSrA,Sam's Place,9,4.0,43.0798,-87.91649,,53212
-Y4XipzjzlRjlu3MXa5k5g,JJ Fish & Chicken,3,3.5,43.08929,-87.93626,,53206
X81L9mku8PBCPFBBVza-cQ,Club Timbuktu,4,4.5,43.06765,-87.90447,,53212
tXnuYY_wz8iXokDNGBhCtA,Hook Fish & Chicken,6,3.5,43.09011,-87.94602,,53206
bi8zGLCQyB9qaEJ9fC6MWA,AJ's Pizza and Chicken,3,3.5,43.06731,-87.91596,,53212
AgTPfu1k5K37CRIXJqQqaA,Fryerz,14,2.0,43.06708,-87.94722,$$,53206
tkEJzxYjSdu0K3InRgPmcg,Nino's Southern Sides Express,2,3.0,43.0746,-87.91373,,53212
EIJ-uTX4Eu-YbKq_5B5Dng,Henry's & Bobbie's Bungalow Restaurant,1,3.0,43.08156,-87.92819,,53206
8-QtP2FXgZo6cWiJgIEtJA,Center Street Fish Market,4,3.5,43.06779,-87.92699,$,53206
syM_AogGBXQxvEfKUlsFyw,Fluffy Steak & Lemonade,1,2.0,43.06731,-87.91596,,53212
Sb3wZ9rbk_xuVk3h6GHMYA,Wong's Wok,3,1.0,43.08964,-87.90817,,53212
52s5BEQctj8wif5o7PTHTg,Popeyes,2,1.0,43.09016,-87.94998,,53216
psv6-wRs8Yon88OXLbyQcw,Uncle Wolfie's Breakfast Tavern,239,4.5,43.05409,-87.90861,$$,53212
w_jOXFdqDB-SUoRePQjqYg,Glorioso's Italian Market,463,4.5,43.05275,-87.89923,$$,53202
fwqXo54zK_2Th0A5xAqZcg,AJ Bombers,849,4.0,43.04684,-87.91134,$$,53202
HxJmQbcdqG2HoVxIy7N2mg,The Brown Bottle,64,4.0,43.05109,-87.91373,$$,53212
5bjUuSe6xb33S-Z3TiPHHg,Sanford Restaurant,221,4.5,43.05042,-87.90498,$$$$,53202
TIzQW-0zV0bSAn0NVuS-pQ,Beerline Cafe,259,4.5,43.05793,-87.89914,$$,53212
DyvLaA5TtkYIeuiUUhneew,County Clare Irish Pub,284,4.5,43.0467,-87.89956,$$,53202
eFeT2cSwMCo-WCfNZCSXng,Birch,217,4.0,43.05089,-87.90678,$$,53202
tLY0U9G78lgj0NFJ4bXihw,Points East Pub,322,4.0,43.0495,-87.90496,$$,53202
a_A1sK-w_yroVG_tM1KWiA,Casablanca,387,3.5,43.05307,-87.90248,$$,53202
PYO8cJHHqiDVZUzTo-yVPw,Interval,92,4.5,43.0507,-87.90451,$,53202
NakYxRyy30sQHWc0Ukdjmg,Bel Air Cantina,501,3.5,43.0563,-87.8982,$,53202
lzBlEtjLHRkB02qbnS6geQ,Up-Down Milwaukee,96,4.0,43.05272,-87.90423,$,53202
8LTipnlhxP-xqlx5J9rGsw,Thainamite Brady,382,3.5,43.05302,-87.89975,$$,53202
Oby648y54RagVqOHjcYAoA,Stubby's Gastrogrub & Beer Bar,280,3.5,43.05762,-87.89758,$$,53212
mJZGrr3GwcIAy0C2xWIt2A,Red Lion Pub,136,4.0,43.05529,-87.90092,$$,53202
HW9TB-ZOlmtMCnfseBydHQ,The Diplomat,108,4.0,43.05288,-87.90169,$$,53202
eLVlsVd77ti3PxLjT4SxXw,Lucky Liu's,195,3.5,43.05215,-87.90301,$$,53202
iA9XG4ADA4Gz4Co3ySUScw,Mi Casa Su Cafe,23,4.5,43.05469,-87.91451,,53212
yDktHTuQJ9uFaEjyw-Fkqw,Riverwest Pizza,108,4.0,43.06396,-87.89931,$$,53212
fV-92feSt08D_Wke8VBcAQ,Jewels Caribbean Bar & Restaurant,8,4.5,43.06003,-87.91397,,53212
Kosz7ALNNtFpyM6wu60xDQ,On The Bayou,24,4.5,43.05764,-87.91463,,53212
w7SO0wxx8tG4mDbzd9ezKg,Emperor of China,139,4.0,43.05312,-87.89925,$$,53202
iAD-AHCcfoJTsCmGeZzvRg,Lonchera El Tapatio,7,4.5,43.05197,-87.90848,,53212
pNTHyepmDjWzfyMTdk9TaA,New York Pizza Delivery,66,2.5,43.06005,-87.90872,$$,53212
KCjsWvTi-cjk74332itsnw,Riley's Good Dogs,14,4.5,43.05202,-87.90549,,53202
vHiLrBb38o3f_8PukJ0X5Q,Pitch's,88,3.5,43.05457,-87.89839,$$,53202
UGfDKuaj-km1PpcrAgO-aA,Victor's Cocktail Lounge & Restaurant,105,3.5,43.04643,-87.90324,$$,53202
5SB3qKH51F6i2BRpZRJwKg,Red Rock Saloon,140,3.0,43.04632,-87.91129,$$,53202
D64-FvPyjKgB9EnE1H2Cug,Tostada by Maranta,6,5.0,43.05353,-87.91471,$,53212
FIUPJdfeSpSMjAQdrchdow,Jamba,21,4.0,43.04838,-87.90532,$$,53202
g8LIXk186taPG665p629jw,Wisconsin Pizza Authority,52,3.5,43.05605,-87.89808,,53202
JG0-b1OMqYU26OxtD2WkCg,Panera Bread,80,3.0,43.04831,-87.90425,$,53202
Y8EDrfSSAxuDb6weYfRzAg,Skybox Sports Bar,19,3.5,43.05945,-87.9146,$$,53212
YvLeToXjxEYhh6iaNiqyJQ,The Truck Stop,8,4.5,43.05282,-87.9031,,53202
Tw3-4-98XbJjEc3GDoyZWg,Mangos Cafe,19,3.5,43.05251,-87.90288,$,53202
Nj6SSvOABSGtV0MqLIDC2g,Zayna's Pizza,57,2.5,43.05304,-87.90265,$,53202
MIU0oMnyyVor-6orkkUfOw,Fusion Poke,5,5.0,43.04896,-87.90621,,53202
uR7bfDmbg6vJeVBswCHmMA,Davian's Schlitz Park Cafe,2,4.5,43.05066,-87.91001,$,53212
Uw4CN1Wr2UAxZ-6avzAp6w,Mac Shack,17,3.5,43.05316,-87.89833,,53202
3YdoU2op8zuq31pwOmy9Fw,Jersey Mike's Subs,27,3.0,43.04838,-87.90532,$,53202
_-g96Ld412i8Zlp9PchPXA,Garfield's 502,6,4.5,43.05932,-87.91748,$,53212
U4qw3vQ2dxougK3bybzoqw,Jimmy John's,15,2.5,43.04869,-87.90621,$,53202
a_PYh6-gYNOgHenbDYhgdQ,Pajé Restaurant & Lounge,15,2.0,43.05945,-87.9146,$$,53212
AF1gQumomB5D79qtsARheA,Hong Kong Express,6,1.5,43.06199,-87.91432,,53212
5sazAeRKNWmxX-CkWvEi2w,Funky Fresh Spring Rolls,26,4.5,43.07613,-87.9581,,53216
pzx4TuYk9ToczKHCh2SYng,Buffalo Boss,24,4.5,43.0764,-87.95811,,53216
Eu5FU1Z0-Dga8SebAuY_Vg,Pepper Pot Catering,29,3.5,43.09007,-87.96472,$$,53216
QtPAc5OLu9gHqD555PtS_g,Sauce and Spice,3,5.0,43.0764,-87.95811,,53216
rgRHFfIrCtifNZ0E2_zYXg,Mr. J's Lounge,7,4.5,43.0862,-87.9714,$$,53216
lnKSB7eUSXdJVDemsyFHJg,Juniors Smoked Bbq,2,4.0,43.0761,-87.95806,,53216
HCTWxx_aFZIRSmE21m5NpA,Big boys kitchen,3,3.5,43.08869,-87.96845,,53216
VqgBxlkE4zqCfDRWKgFhmA,Checkers,7,2.0,43.07457,-87.95668,$,53210
lYvsBVJXH57z14yRoF-Bfg,Chicago Sub,3,3.5,43.08952,-87.96632,,53216
TchKtoc4axQsGh8iHecHDA,"Fresh, Fast & Delicious",3,3.5,43.06765,-87.96171,,53210
T0asfTtynKwCOEcprlEotQ,Bud's Bar & Grille,2,3.0,43.07539,-87.97086,,53210
WTmZP6KJc4M5hKxsCeMGJw,Redd's Snapper Seafoods II,3,1.5,43.07544,-87.96647,$$,53210
4yskGy7ZDQ8Ajv36bKL6Fw,Ritz Fish Market,1,1.0,43.06757,-87.96052,$$,53210
tKisiCFD_cwB2MYHYHFaGA,NYPD,1,1.0,43.08953,-87.96447,,53216
AGPjtrCF_PbY1rgeix8pEg,Ally's Bistro,203,4.5,43.14925,-88.07645,$,53051
WFAgCO-nUmvaWDJvTMR-9w,Park Place Cafe,84,4.5,43.14871,-88.04602,$$,53224
XXTe68dwRZGc_EHLCV5h8w,Thai Bangkok,88,4.0,43.17794,-88.02485,$,53224
L5YrOYeop39WBjC1fwWCpw,Point Burger Bar - Milwaukee Express,187,3.5,43.14904,-88.04888,$$,53224
02x-zbZz98qysTRVQSe8BQ,Ninja Japanese Steakhouse,172,4.0,43.17851,-88.1036,$$,53051
G81GF9xPY-Lgh0M2_O_qOw,Pop's BBQ,36,4.5,43.14859,-88.00569,$,53223
04agQv_400HCSluoSktW5w,Irie Palace Authentic Jamaican Cuisine,40,3.5,43.17728,-88.04384,$$,53224
q1AGNkO4oVAEGM26kQ0kbg,Larry's Market,67,4.5,43.177,-87.96425,$,53209
YPt1o0YRsAh9r8XHQHFZ_w,AppeThai,158,4.0,43.17895,-87.95897,$$,53209
GJ2Au6ASf0bZFR1bAyKw5g,Sakura Sushi and Grill,91,4.0,43.15969,-88.09305,$$,53051
B3oAYmCgudLn3x_UOkn7rA,Falafel Guys,113,4.5,43.22174,-87.98726,$$,53092
-oPLKfRCkqlqVga91olibw,St. Paul Fish - Mequon,149,4.0,43.22196,-87.98679,$$,53092
gy848Zys9xeaIEE83--M7w,El Tenampa Mexican Grill & Cantina,37,3.5,43.17524,-88.04364,,53224
N3O2aTfBacGpsNqP1hK4dA,Allgauer's Bistro In The Park,63,3.5,43.15455,-88.05401,$$,53224
iUOYjWxbgSucAw4uro8gIw,Smoked At 225,40,5.0,43.13978,-88.10961,,53051
wgOLX1itwgu1_DPXRfNsDA,Poco Loco Cantina,142,4.0,43.17785,-87.96319,$$,53209
o75xDwtmXXTr6kkGJYcXLg,Hot House Tavern,108,4.0,43.17784,-88.11674,$$,53051
tOd3XL940x2eDacMHzEOpA,Kurt Schulz Delicatessen and Pastry Shoppe,44,4.5,43.17715,-87.96362,$,53209
678_7pGRnQSqmC1Rj8kd_g,Evie's Vietnamese Kitchen,73,4.5,43.18034,-88.11992,$$,53051
ozt4tUHv9A70RYzausVuOw,Café Hollander Mequon,263,3.0,43.22179,-87.98152,$$,53092
67i9bj2c3K34X9v0Q0TPqg,Chen's Gourmet,57,4.5,43.17351,-88.11037,$$,53051
9CpZyYy4mbNX9dGc5hPjgw,Nihao,49,4.0,43.1645,-88.09577,$$,53051
Rovy3eI88NP1OM5NCk8EGQ,Von Rothenburg Bier Stube,100,4.0,43.22832,-88.10635,$$,53022
TUssC3WBK-CwJ8w-ypTYPQ,Hup's Pizza,46,4.5,43.10494,-87.98035,$$,53218
L-Kp4JRANXVC4WfbCYannQ,Foxtown Brewing,79,4.0,43.2211,-87.98887,$$,53092
wnD0VoqwOL0Zz1qT9Nw6NA,Karl's Country Market,65,4.0,43.12005,-88.1065,$$,53051
ZMxMSTn_0roUTtEnlHyh8w,Sinbads Grill,53,4.0,43.11747,-88.0551,$,53225
SH62vbQSTSMaFuW85eH22w,Waterlin,63,3.5,43.17781,-88.09302,$$,53051
_-Sz-pnNCNfkHMI0kLoKdA,Wok 2 Go,26,4.5,43.16277,-87.96504,$$,53209
v3kGq-V8g_Oqyot-aWM_xA,Pop's Frozen Custard,62,4.0,43.17556,-88.11425,$,53051
W1jFhBMp6GaZSOPb2Fpd4Q,Family Table Restaurant,56,3.5,43.17826,-87.99123,$$,53223
sjfLjybiPjmqVVd5PZ1Qug,Cafe Agora,92,3.5,43.1726,-88.10859,$$,53051
mEwj-jvFL0kiqK-ny8-UlQ,El Taco Feliz,11,5.0,43.17752,-88.09828,,53051
vfwLBlscCgfop3S65FnDog,Mequon Pizza Company,105,3.5,43.2364,-87.96322,$$,53092
JyO_XcuyeOWKtRLvEDoq6Q,The Range Line Inn,69,4.0,43.22141,-87.94368,$$,53092
CDEL4xtq_uheUteiE_PgXQ,Precinct Tap & Table,38,4.5,43.22885,-88.10952,,53022
UGhexHaX24Pz9uwjSDiDGg,Su Casa Grande Mexican Restaurant,159,3.0,43.17357,-88.10597,$$,53051
AIoe61WLsZrW8N5Hh_-ayQ,Daily Taco & Cantina,38,4.5,43.2359,-87.98515,,53092
kkQGgnamxcNteMRsDGEOqQ,Pizza Crafters,64,4.0,43.12078,-88.10314,$,53051
rawYzpn4xfWLasAt3rWnsQ,Crispy Kitchen,24,4.5,43.14897,-87.95606,,53209
XATbX7oYshgjOx7kcDXVzg,Santorini Grill,32,4.5,43.22222,-87.98759,,53092
K8gurISD9lfFXC3L1lYxJw,O So Good,29,4.0,43.13246,-88.00632,,53218
pQ8VDwLsxdk5u1Jz4kU8Nw,Café Zupas,99,3.5,43.18441,-88.10802,$$,53051
YWFDNPrqxaVDfTyVDUv4Og,Chuck's Place,92,3.5,43.23807,-87.98438,$$,53092
Z-dQWG-ZjeJ--Omp6syGrg,El Taco Feliz,19,5.0,43.10502,-88.06808,,53007
jMriPEI_sjwqUqh8HAeLtg,"Marco's ""World Famous"" Pizza - Northwest",52,4.0,43.11181,-87.99568,$$,53222
QOhM8u7AXhELrh5LkOToMQ,Remington's River,75,3.5,43.22967,-87.98366,$$,53092
