id,name,review_count,rating,latitude,longitude,price,zip_code
El_2Cxuq4hxqrmlg_5nzzA,Brasserie by Niche,678,4.5,38.63999,-90.26186,$$$,63108
S26FJcC298XNpN2cZiwOrA,Pi Pizzeria - Central West End,491,4.0,38.64886,-90.26069,$$,63108
KWIapYSSHxfZ1NQFpV2S9g,2Schae Cafe,305,4.5,38.64719,-90.27479,$,63108
KhKcgF3zi6J_M6HBzkFkLg,Evangeline's Bistro and Music House,363,4.0,38.65004,-90.26048,$$,63108
ngU4740twiB222g4ti0_eQ,Cocina Latina,94,4.5,38.64987,-90.26074,$$,63108
YpGPZ-Zg89BsFUWwCXoaBw,Yellowbelly,338,4.5,38.64333,-90.26138,$$$,63108
79nXYNRPoZBc9_y_OLZg2w,Mission Taco Joint - Central West End,296,4.0,38.64808,-90.26073,$$,63108
_OMGZ3TXOfN2By7skat_bw,Drunken Fish - Central West End,764,3.5,38.64494,-90.26166,$$,63108
NJaR_2hke7NNAC6l1Ohr8g,El Burro Loco,484,4.0,38.64518,-90.26181,$$,63108
kqt8O-XxMkE6ga42IPa7sA,SUSHI KOI,194,4.5,38.64054,-90.26187,$$,63108
Fm16G-I-rmO3g_KTKleteQ,Pickles Deli,222,4.0,38.64079,-90.2616,$,63108
URURwZcedT6sAXbeTuxgOA,Bait,244,4.0,38.64113,-90.2496,$$$,63108
tWJ3DwufXIKdlLTEw7K96g,India Rasoi,343,4.0,38.64123,-90.26218,$$,63108
ARgidflSXPHj7uhK-Y7hwA,Kampai Sushi Bar,334,4.0,38.64247,-90.26328,$$,63108
Ut_46Y-g3BsokjYGUHJ5Ng,Medina Grill,98,4.5,38.64504,-90.26192,$,63108
rXqlpCH6z9rSFNCL76FfLw,Thai 202,317,4.0,38.64449,-90.26171,$,63108
-rCB_kCW-u84S-CQir-lng,PuraVegan,137,4.5,38.65995,-90.28485,$$,63112
7_YYjlT-qRP8h1IkpPWObw,Kingside Diner,298,4.0,38.64454,-90.26136,$$,63108
RBujFM-QxuMU_YorRW8_0Q,Saigon Cafe,189,4.0,38.64076,-90.26198,$$,63108
1KhNDQSdDqzPQaZk8PIdGg,West End Grill & Pub,196,4.0,38.64252,-90.24967,$$,63108
5UyyV-cdNsXWz1V-xyIW6w,The Preston,110,4.0,38.64419,-90.26397,$$,63108
K_AkVae9Fdxx-1f7Je6mOQ,West End  Bistro,77,4.5,38.64648,-90.27482,,63108
hfIr80hSKHko4RDXdrBEKg,Salt + Smoke,94,4.0,38.64813,-90.26088,$$,63108
lgu_KwQLd8TX2ewsNIzsjA,K-Bop STL,74,4.5,38.65498,-90.29688,$$,63112
x1IQQIcAwdmknhiZOi95Pg,Zenwich - St Louis,87,4.5,38.63991,-90.26208,,63108
_RTpa-9N1RW58StUeco9jA,Bar Italia Ristorante,241,3.5,38.64504,-90.26192,$$,63108
Yy7oNvAgFKRjl2u35HwepQ,Shell City Crab Shack,63,3.5,38.66085,-90.25946,$$,63113
tuos6bve7ktOER5Fgz71-Q,Taste of Lebanon,181,3.5,38.64567,-90.26169,$,63108
jME5VhjMZvNKsQJwsPKL7Q,BBQ Saloon,243,3.5,38.64016,-90.26246,$$,63108
v0VomZVrgFANxHBmUzGk-g,Edera Italian Eatery,76,4.0,38.6449,-90.26344,$$,63108
Zesu8Ev49wxB9oMmyvk0_w,Ranoush,73,4.0,38.64795,-90.26082,$$,63108
XmpbEmS7PRdg5sIbGpjt7g,The Boathouse at Forest Park,407,3.0,38.64007,-90.28487,$$,63110
DgLD56oDP0jMizXmgWmeug,Shapiro's Market,47,4.5,38.64057,-90.25481,$,63108
Z_7P0pQYeMrGlC1vnOtEAg,West End Wok,121,4.0,38.64023,-90.26151,$,63108
